order_id,user_id,order_date,category,order_value,delivery_time,coupon_used
O046708,U04252,2025-09-17,Fruits,816,25,No
O046709,U09422,2025-01-27,Snacks,496,8,No
O046710,U05554,2025-03-19,Household,687,29,No
O046711,U02546,2025-02-01,Fruits,689,10,Yes
O046712,U01102,2025-05-27,Fruits,858,27,No
O046713,U02768,2025-08-23,Household,1132,20,No
O046714,U02979,2025-08-14,Dairy,740,27,Yes
O046715,U05924,2025-12-30,Dairy,679,27,No
O046716,U02465,2025-08-27,Snacks,859,11,Yes
O046717,U03623,2025-02-18,Fruits,533,9,No
O046718,U00677,2025-11-24,Personal Care,954,25,No
O046719,U04021,2025-09-02,Household,1036,9,No
O046720,U04760,2025-04-18,Snacks,929,24,No
O046721,U09890,2025-01-04,Snacks,833,27,No
O046722,U01340,2025-10-15,Fruits,211,29,Yes
O046723,U08256,2025-07-15,Vegetables,862,24,Yes
O046724,U04664,2025-08-12,Dairy,427,29,No
O046725,U05756,2025-03-25,Snacks,647,22,Yes
O046726,U04881,2025-07-15,Dairy,382,15,Yes
O046727,U05418,2025-08-03,Household,721,19,No
O046728,U06058,2025-08-06,Snacks,527,25,No
O046729,U05993,2025-06-20,Fruits,841,32,Yes
O046730,U06959,2025-08-03,Household,833,10,No
O046731,U03743,2025-10-07,Personal Care,690,22,No
O046732,U03905,2025-06-02,Household,879,17,No
O046733,U00455,2025-11-21,Personal Care,455,19,No
O046734,U01695,2025-07-27,Household,507,18,No
O046735,U01284,2025-10-24,Vegetables,1132,11,Yes
O046736,U02168,2025-11-06,Household,810,31,No
O046737,U08729,2025-03-10,Fruits,332,15,No
O046738,U00414,2025-05-31,Fruits,450,20,No
O046739,U01218,2025-06-27,Personal Care,955,32,Yes
O046740,U05039,2025-03-10,Household,431,16,Yes
O046741,U02130,2025-02-10,Vegetables,961,31,No
O046742,U03367,2025-11-30,Dairy,226,29,Yes
O046743,U04460,2025-01-25,Vegetables,166,15,Yes
O046744,U07389,2025-08-24,Vegetables,385,25,Yes
O046745,U01695,2025-10-29,Vegetables,339,15,Yes
O046746,U00748,2025-09-14,Personal Care,1042,24,No
O046747,U00491,2025-07-31,Fruits,333,12,Yes
O046748,U08227,2025-10-24,Dairy,524,30,No
O046749,U04944,2025-02-23,Fruits,605,29,No
O046750,U05591,2025-01-28,Personal Care,275,23,Yes
O046751,U04686,2025-01-17,Fruits,510,8,Yes
O046752,U01587,2025-04-10,Dairy,1175,21,Yes
O046753,U01825,2025-02-07,Snacks,1023,28,Yes
O046754,U08810,2025-10-23,Dairy,484,12,Yes
O046755,U07550,2025-03-23,Fruits,300,30,No
O046756,U04087,2025-06-21,Snacks,675,15,No
O046757,U02122,2025-09-01,Household,529,10,Yes
O046758,U02294,2025-07-11,Personal Care,550,22,No
O046759,U01220,2025-04-10,Vegetables,362,23,Yes
O046760,U05512,2025-11-24,Personal Care,1164,17,No
O046761,U03048,2025-07-14,Personal Care,544,31,Yes
O046762,U02209,2025-06-22,Fruits,1064,34,No
O046763,U05805,2025-10-16,Snacks,626,24,No
O046764,U01078,2025-03-24,Vegetables,741,8,No
O046765,U01387,2025-08-27,Personal Care,342,34,No
O046766,U05152,2025-03-03,Fruits,857,20,No
O046767,U08291,2025-05-24,Fruits,928,23,No
O046768,U04641,2025-11-18,Vegetables,1177,18,Yes
O046769,U04389,2025-03-21,Vegetables,538,18,No
O046770,U02474,2025-08-03,Fruits,1126,28,No
O046771,U08000,2025-09-28,Dairy,834,15,Yes
O046772,U06565,2025-11-25,Vegetables,663,12,No
O046773,U08477,2025-01-04,Fruits,949,26,No
O046774,U04987,2025-09-18,Snacks,1052,26,No
O046775,U09080,2025-08-05,Personal Care,1079,31,No
O046776,U00585,2025-01-24,Fruits,764,23,Yes
O046777,U06068,2025-09-02,Snacks,716,8,No
O046778,U00588,2025-06-17,Household,552,13,No
O046779,U02222,2025-06-15,Household,559,13,No
O046780,U00095,2025-01-22,Fruits,670,24,Yes
O046781,U08417,2025-09-14,Personal Care,643,26,No
O046782,U07648,2025-12-21,Household,323,29,No
O046783,U04577,2025-06-17,Fruits,377,22,No
O046784,U02351,2025-12-12,Dairy,776,15,Yes
O046785,U05656,2025-04-14,Personal Care,766,9,No
O046786,U09851,2025-02-18,Dairy,971,21,Yes
O046787,U06499,2025-01-16,Vegetables,427,8,No
O046788,U07454,2025-06-18,Fruits,1017,31,Yes
O046789,U05846,2025-11-23,Dairy,912,9,No
O046790,U04236,2025-05-10,Fruits,554,31,No
O046791,U07202,2025-12-11,Personal Care,553,11,No
O046792,U09638,2025-02-23,Personal Care,413,34,No
O046793,U09213,2025-02-17,Fruits,530,13,No
O046794,U03581,2025-07-18,Fruits,1034,23,No
O046795,U09550,2025-03-14,Household,457,34,Yes
O046796,U09630,2025-10-07,Dairy,1029,32,Yes
O046797,U03055,2025-04-19,Personal Care,760,33,Yes
O046798,U08500,2025-01-26,Personal Care,699,16,No
O046799,U06529,2025-03-13,Household,697,21,Yes
O046800,U00749,2025-02-16,Snacks,167,12,Yes
O046801,U00926,2025-01-27,Vegetables,291,12,Yes
O046802,U09978,2025-11-05,Dairy,737,30,No
O046803,U04317,2025-05-28,Household,209,16,No
O046804,U06267,2025-07-10,Fruits,677,17,No
O046805,U01714,2025-09-14,Fruits,1148,8,Yes
O046806,U00901,2025-07-12,Snacks,728,12,No
O046807,U00098,2025-07-15,Fruits,1157,30,No
O046808,U03792,2025-07-24,Personal Care,1120,11,No
O046809,U05449,2025-09-19,Fruits,574,21,No
O046810,U06729,2025-07-01,Household,318,31,Yes
O046811,U03879,2025-01-20,Personal Care,1093,21,No
O046812,U07254,2025-05-18,Fruits,634,27,Yes
O046813,U07660,2025-10-19,Vegetables,352,25,Yes
O046814,U09411,2025-12-05,Personal Care,157,12,No
O046815,U07952,2025-01-09,Personal Care,274,34,No
O046816,U08265,2025-10-29,Personal Care,215,18,Yes
O046817,U01270,2025-12-16,Fruits,1047,33,Yes
O046818,U09882,2025-10-06,Personal Care,760,28,No
O046819,U03858,2025-12-13,Snacks,221,22,No
O046820,U02245,2025-08-06,Vegetables,798,30,No
O046821,U07465,2025-11-01,Fruits,349,19,No
O046822,U01556,2025-01-11,Dairy,183,26,Yes
O046823,U05411,2025-05-16,Personal Care,396,33,No
O046824,U05557,2025-01-27,Personal Care,354,18,No
O046825,U00947,2025-09-27,Snacks,722,28,No
O046826,U02472,2025-11-06,Personal Care,860,27,No
O046827,U09140,2025-10-08,Personal Care,609,18,No
O046828,U03911,2025-09-02,Household,797,22,No
O046829,U01161,2025-06-19,Household,440,26,Yes
O046830,U06297,2025-04-04,Personal Care,330,31,No
O046831,U02580,2025-05-28,Vegetables,1051,33,No
O046832,U07561,2025-12-22,Dairy,793,19,Yes
O046833,U00521,2025-03-02,Personal Care,1067,23,No
O046834,U08719,2025-05-01,Household,455,11,No
O046835,U04510,2025-10-26,Personal Care,697,11,Yes
O046836,U09653,2025-09-19,Fruits,844,25,No
O046837,U08804,2025-03-04,Vegetables,342,18,No
O046838,U07058,2025-05-15,Household,333,10,No
O046839,U04691,2025-12-27,Snacks,148,19,No
O046840,U05470,2025-12-18,Fruits,521,14,No
O046841,U09743,2025-05-19,Fruits,429,33,No
O046842,U01842,2025-06-25,Dairy,771,29,No
O046843,U05802,2025-01-11,Household,230,29,No
O046844,U01823,2025-03-20,Dairy,685,25,Yes
O046845,U05626,2025-07-19,Dairy,158,15,No
O046846,U03419,2025-01-25,Personal Care,292,27,Yes
O046847,U02641,2025-07-31,Snacks,133,32,No
O046848,U05484,2025-03-21,Dairy,1026,20,Yes
O046849,U06961,2025-07-01,Household,824,26,Yes
O046850,U06148,2025-12-08,Vegetables,611,30,No
O046851,U06417,2025-12-23,Household,251,12,Yes
O046852,U03761,2025-07-19,Fruits,756,12,No
O046853,U04928,2025-06-09,Household,1114,17,No
O046854,U03791,2025-09-30,Dairy,1188,13,Yes
O046855,U05751,2025-08-30,Household,1090,25,Yes
O046856,U09070,2025-06-16,Fruits,1121,12,No
O046857,U03579,2025-03-22,Fruits,296,25,No
O046858,U02928,2025-10-15,Snacks,140,10,No
O046859,U09977,2025-04-27,Snacks,466,20,Yes
O046860,U09285,2025-05-03,Snacks,168,16,No
O046861,U03501,2025-10-20,Dairy,115,32,No
O046862,U04408,2025-12-13,Household,208,19,Yes
O046863,U08524,2025-02-10,Dairy,1120,24,No
O046864,U05875,2025-05-16,Vegetables,1005,15,Yes
O046865,U01048,2025-09-02,Personal Care,389,22,No
O046866,U07353,2025-07-13,Snacks,1151,30,No
O046867,U08799,2025-09-27,Personal Care,617,23,Yes
O046868,U06497,2025-01-20,Household,270,14,Yes
O046869,U02272,2025-09-05,Fruits,1101,21,No
O046870,U01606,2025-11-05,Household,594,17,Yes
O046871,U07333,2025-02-19,Personal Care,804,15,No
O046872,U01891,2025-04-17,Vegetables,762,18,Yes
O046873,U07628,2025-03-03,Dairy,868,33,No
O046874,U08680,2025-11-23,Snacks,416,15,No
O046875,U00099,2025-04-22,Vegetables,1121,13,Yes
O046876,U09574,2025-04-20,Snacks,164,21,Yes
O046877,U09710,2025-01-24,Snacks,864,32,No
O046878,U07982,2025-06-02,Personal Care,112,19,Yes
O046879,U08727,2025-02-03,Dairy,553,19,Yes
O046880,U04653,2025-05-28,Dairy,195,21,Yes
O046881,U03499,2025-04-17,Fruits,796,14,Yes
O046882,U00635,2025-02-11,Dairy,212,27,No
O046883,U06449,2025-11-01,Dairy,171,14,No
O046884,U07463,2025-05-20,Vegetables,874,16,No
O046885,U03278,2025-01-30,Household,1006,9,Yes
O046886,U03304,2025-02-22,Fruits,993,28,No
O046887,U01654,2025-12-01,Household,1012,15,Yes
O046888,U00620,2025-11-02,Vegetables,423,9,No
O046889,U04744,2025-10-26,Vegetables,123,30,No
O046890,U09177,2025-12-01,Fruits,350,21,No
O046891,U07886,2025-06-04,Fruits,317,19,Yes
O046892,U09180,2025-10-28,Household,905,28,No
O046893,U08145,2025-08-20,Vegetables,534,13,Yes
O046894,U09804,2025-09-18,Snacks,728,24,No
O046895,U06934,2025-12-22,Vegetables,722,22,Yes
O046896,U00970,2025-08-23,Vegetables,1022,21,No
O046897,U08259,2025-05-31,Fruits,473,18,No
O046898,U02204,2025-05-05,Snacks,1050,21,Yes
O046899,U08095,2025-07-03,Household,146,19,Yes
O046900,U07308,2025-04-13,Household,504,10,No
O046901,U04802,2025-08-14,Dairy,589,19,Yes
O046902,U07566,2025-10-28,Personal Care,267,21,No
O046903,U04969,2025-10-26,Fruits,769,19,No
O046904,U03553,2025-06-05,Household,833,30,No
O046905,U02729,2025-09-27,Personal Care,1163,27,No
O046906,U09808,2025-12-27,Fruits,636,10,Yes
O046907,U08876,2025-05-09,Fruits,369,32,Yes
O046908,U05962,2025-04-03,Snacks,1043,27,Yes
O046909,U01591,2025-01-01,Fruits,643,24,No
O046910,U06599,2025-01-05,Snacks,1144,32,No
O046911,U01197,2025-11-02,Dairy,498,18,No
O046912,U01146,2025-04-19,Household,735,16,No
O046913,U06161,2025-11-30,Fruits,989,17,No
O046914,U06595,2025-06-10,Personal Care,1181,13,No
O046915,U09342,2025-06-17,Dairy,767,9,No
O046916,U05570,2025-10-21,Vegetables,472,31,Yes
O046917,U04012,2025-08-05,Snacks,1055,18,No
O046918,U06205,2025-04-02,Household,172,25,No
O046919,U00665,2025-01-06,Snacks,1132,18,No
O046920,U02677,2025-06-16,Snacks,626,17,No
O046921,U06134,2025-09-07,Snacks,882,16,Yes
O046922,U07529,2025-06-29,Snacks,853,26,Yes
O046923,U03491,2025-09-18,Fruits,591,16,Yes
O046924,U02227,2025-07-03,Fruits,243,27,No
O046925,U07345,2025-11-01,Household,185,29,Yes
O046926,U00199,2025-11-22,Snacks,395,24,No
O046927,U09986,2025-02-01,Personal Care,831,12,Yes
O046928,U07466,2025-02-27,Dairy,452,25,Yes
O046929,U02582,2025-11-17,Household,612,8,No
O046930,U04694,2025-10-14,Vegetables,318,25,No
O046931,U02907,2025-07-27,Household,1187,25,No
O046932,U06336,2025-11-01,Fruits,215,8,No
O046933,U01408,2025-08-20,Dairy,951,30,No
O046934,U01170,2025-12-30,Household,600,13,No
O046935,U09123,2025-11-17,Dairy,834,30,No
O046936,U07963,2025-11-20,Vegetables,233,12,Yes
O046937,U02805,2025-08-04,Dairy,461,22,Yes
O046938,U06155,2025-12-09,Fruits,740,21,No
O046939,U06107,2025-06-16,Dairy,831,30,Yes
O046940,U01596,2025-10-11,Vegetables,900,23,No
O046941,U09652,2025-03-03,Dairy,1064,23,No
O046942,U02788,2025-03-15,Dairy,231,11,No
O046943,U06189,2025-03-10,Household,442,10,Yes
O046944,U02243,2025-05-13,Vegetables,343,23,Yes
O046945,U03893,2025-11-02,Snacks,123,24,No
O046946,U03724,2025-10-28,Dairy,641,16,No
O046947,U03860,2025-06-06,Fruits,729,19,No
O046948,U00700,2025-05-15,Vegetables,750,10,No
O046949,U04140,2025-10-29,Snacks,138,11,Yes
O046950,U09465,2025-06-10,Vegetables,654,23,No
O046951,U03712,2025-10-10,Fruits,213,10,No
O046952,U08319,2025-05-19,Personal Care,415,14,Yes
O046953,U07548,2025-05-15,Snacks,883,16,Yes
O046954,U04665,2025-10-29,Snacks,606,20,No
O046955,U06987,2025-09-01,Vegetables,648,33,No
O046956,U08967,2025-04-02,Household,1100,26,Yes
O046957,U05440,2025-04-11,Fruits,515,11,No
O046958,U09352,2025-10-14,Fruits,361,29,No
O046959,U05463,2025-06-06,Dairy,887,32,Yes
O046960,U02652,2025-08-16,Dairy,256,20,Yes
O046961,U06045,2025-08-11,Personal Care,401,29,No
O046962,U06967,2025-07-20,Vegetables,151,26,No
O046963,U04467,2025-01-02,Household,264,25,No
O046964,U09442,2025-04-09,Personal Care,528,12,No
O046965,U02378,2025-05-04,Personal Care,715,9,No
O046966,U02444,2025-12-03,Personal Care,1131,16,Yes
O046967,U06268,2025-08-25,Dairy,175,29,No
O046968,U01618,2025-02-21,Dairy,119,27,No
O046969,U02481,2025-03-14,Dairy,691,15,Yes
O046970,U01844,2025-01-20,Personal Care,273,12,No
O046971,U05807,2025-10-19,Vegetables,468,34,No
O046972,U09595,2025-03-16,Dairy,1107,31,Yes
O046973,U05402,2025-12-26,Dairy,691,28,Yes
O046974,U03833,2025-11-02,Personal Care,1024,33,Yes
O046975,U09595,2025-07-09,Vegetables,1169,30,Yes
O046976,U06663,2025-09-11,Personal Care,260,10,No
O046977,U07423,2025-01-20,Dairy,747,31,Yes
O046978,U09111,2025-11-28,Dairy,695,9,Yes
O046979,U08007,2025-08-24,Personal Care,851,18,No
O046980,U08272,2025-01-21,Snacks,522,21,No
O046981,U09477,2025-05-04,Personal Care,395,24,Yes
O046982,U04086,2025-05-27,Snacks,384,30,No
O046983,U00209,2025-10-31,Vegetables,464,32,No
O046984,U00390,2025-06-17,Household,223,34,No
O046985,U07193,2025-07-10,Vegetables,250,30,Yes
O046986,U02336,2025-08-04,Household,204,26,No
O046987,U03777,2025-03-16,Household,1131,10,No
O046988,U08441,2025-03-10,Vegetables,1130,12,No
O046989,U02674,2025-04-22,Vegetables,390,21,No
O046990,U01084,2025-10-16,Vegetables,660,11,No
O046991,U05745,2025-11-18,Household,1035,33,No
O046992,U09734,2025-05-02,Fruits,428,31,No
O046993,U07775,2025-05-23,Snacks,365,9,No
O046994,U00675,2025-02-02,Snacks,472,34,No
O046995,U07438,2025-08-07,Fruits,1094,26,Yes
O046996,U05474,2025-08-19,Fruits,1169,21,No
O046997,U01200,2025-02-04,Personal Care,482,33,Yes
O046998,U06799,2025-04-07,Household,440,33,No
O046999,U09078,2025-09-14,Vegetables,789,16,Yes
O047000,U08508,2025-08-24,Fruits,311,23,No
O047001,U09450,2025-01-27,Household,1031,24,No
O047002,U06336,2025-06-30,Vegetables,616,21,Yes
O047003,U02662,2025-10-05,Personal Care,625,30,No
O047004,U09183,2025-09-22,Dairy,802,12,No
O047005,U03558,2025-02-11,Fruits,1003,23,No
O047006,U09637,2025-09-05,Household,673,28,Yes
O047007,U09604,2025-05-05,Household,224,9,No
O047008,U01780,2025-10-21,Vegetables,920,9,No
O047009,U08570,2025-11-05,Dairy,1051,16,No
O047010,U04002,2025-02-22,Snacks,347,32,No
O047011,U07088,2025-02-14,Personal Care,1023,26,No
O047012,U02277,2025-10-17,Snacks,274,27,No
O047013,U01724,2025-02-22,Household,778,34,Yes
O047014,U00738,2025-03-23,Household,130,11,No
O047015,U01485,2025-03-21,Fruits,718,24,Yes
O047016,U07776,2025-06-12,Household,1146,25,No
O047017,U06473,2025-02-16,Personal Care,506,20,No
O047018,U02274,2025-05-23,Snacks,349,32,No
O047019,U07200,2025-01-28,Fruits,562,15,No
O047020,U01876,2025-08-27,Household,467,10,Yes
O047021,U06719,2025-04-05,Dairy,707,30,No
O047022,U01066,2025-06-26,Personal Care,1040,13,No
O047023,U09572,2025-09-23,Personal Care,132,14,No
O047024,U04602,2025-09-28,Household,100,20,No
O047025,U01395,2025-01-21,Fruits,634,29,No
O047026,U01080,2025-06-29,Personal Care,920,18,Yes
O047027,U05131,2025-05-11,Fruits,527,18,Yes
O047028,U07753,2025-12-15,Dairy,362,18,No
O047029,U01154,2025-04-12,Personal Care,949,30,Yes
O047030,U01278,2025-12-20,Fruits,441,23,Yes
O047031,U04763,2025-04-02,Household,595,34,No
O047032,U04726,2025-08-09,Snacks,328,25,Yes
O047033,U06214,2025-06-25,Dairy,177,10,No
O047034,U02177,2025-09-11,Dairy,382,23,Yes
O047035,U04412,2025-04-14,Personal Care,199,8,Yes
O047036,U08038,2025-11-24,Vegetables,338,14,Yes
O047037,U01459,2025-12-27,Personal Care,1198,15,No
O047038,U08979,2025-02-01,Household,1014,32,Yes
O047039,U01665,2025-02-26,Vegetables,649,29,Yes
O047040,U00302,2025-03-13,Household,930,8,Yes
O047041,U04983,2025-08-26,Personal Care,188,16,No
O047042,U01921,2025-04-14,Vegetables,917,26,No
O047043,U02431,2025-11-08,Snacks,540,12,Yes
O047044,U05116,2025-02-18,Household,368,12,Yes
O047045,U07057,2025-10-14,Fruits,260,23,No
O047046,U04105,2025-10-19,Household,1066,11,Yes
O047047,U02571,2025-03-24,Dairy,177,12,Yes
O047048,U08986,2025-12-09,Dairy,653,22,No
O047049,U09353,2025-01-06,Snacks,412,15,Yes
O047050,U09654,2025-09-28,Household,174,8,No
O047051,U07365,2025-04-05,Fruits,460,32,Yes
O047052,U09573,2025-12-23,Personal Care,837,28,No
O047053,U05538,2025-01-15,Fruits,1172,21,Yes
O047054,U04609,2025-06-19,Fruits,283,14,No
O047055,U03858,2025-09-22,Fruits,1071,28,Yes
O047056,U06083,2025-08-23,Household,562,9,No
O047057,U06393,2025-03-07,Personal Care,236,27,No
O047058,U00667,2025-11-26,Snacks,293,29,No
O047059,U03463,2025-03-02,Personal Care,444,16,Yes
O047060,U05247,2025-02-06,Dairy,507,24,No
O047061,U09386,2025-10-10,Dairy,1090,19,No
O047062,U00491,2025-04-21,Household,814,12,No
O047063,U07968,2025-10-12,Vegetables,189,34,Yes
O047064,U03909,2025-11-16,Snacks,564,20,No
O047065,U06786,2025-12-20,Snacks,1055,11,No
O047066,U03043,2025-04-24,Dairy,1017,27,Yes
O047067,U06891,2025-12-18,Snacks,595,28,No
O047068,U09554,2025-06-27,Snacks,457,8,Yes
O047069,U06547,2025-08-06,Household,906,32,Yes
O047070,U01093,2025-02-16,Snacks,885,12,Yes
O047071,U08392,2025-01-10,Fruits,374,23,No
O047072,U09394,2025-01-12,Fruits,689,13,Yes
O047073,U06693,2025-11-08,Dairy,388,17,No
O047074,U06426,2025-02-08,Household,901,18,No
O047075,U00396,2025-11-17,Fruits,928,15,No
O047076,U08628,2025-09-04,Snacks,371,14,Yes
O047077,U00586,2025-06-14,Household,1079,12,Yes
O047078,U05659,2025-11-29,Household,776,13,No
O047079,U03941,2025-09-28,Vegetables,889,33,No
O047080,U05249,2025-06-07,Snacks,127,24,No
O047081,U05908,2025-01-03,Household,446,25,Yes
O047082,U06162,2025-11-15,Vegetables,723,29,No
O047083,U00239,2025-12-19,Dairy,449,31,Yes
O047084,U05254,2025-07-03,Personal Care,233,30,No
O047085,U00952,2025-07-31,Household,1071,25,No
O047086,U03933,2025-05-16,Snacks,224,18,Yes
O047087,U02537,2025-11-10,Vegetables,212,8,No
O047088,U04207,2025-03-02,Dairy,133,15,Yes
O047089,U00755,2025-12-08,Household,958,11,Yes
O047090,U00837,2025-01-14,Vegetables,861,31,No
O047091,U05749,2025-02-24,Dairy,847,33,No
O047092,U02490,2025-08-02,Fruits,547,20,Yes
O047093,U01544,2025-12-26,Snacks,637,29,Yes
O047094,U07035,2025-06-16,Snacks,422,14,Yes
O047095,U00705,2025-08-11,Snacks,561,28,No
O047096,U05094,2025-10-31,Fruits,903,16,Yes
O047097,U01545,2025-05-06,Personal Care,1132,31,No
O047098,U02276,2025-06-23,Vegetables,1171,21,Yes
O047099,U08792,2025-06-30,Personal Care,837,34,No
O047100,U05202,2025-05-11,Personal Care,1169,15,Yes
O047101,U06632,2025-08-16,Fruits,609,31,Yes
O047102,U08436,2025-08-16,Household,1023,10,No
O047103,U06859,2025-11-03,Snacks,315,20,No
O047104,U02590,2025-09-18,Vegetables,276,21,No
O047105,U05598,2025-07-08,Vegetables,648,8,No
O047106,U05681,2025-05-19,Personal Care,1008,10,No
O047107,U07528,2025-07-15,Household,153,33,No
O047108,U03429,2025-12-26,Dairy,288,34,No
O047109,U07316,2025-04-09,Household,634,15,No
O047110,U09096,2025-05-02,Personal Care,857,11,No
O047111,U04331,2025-04-29,Snacks,309,18,No
O047112,U01919,2025-04-11,Household,125,9,No
O047113,U06327,2025-03-02,Personal Care,490,14,No
O047114,U01801,2025-08-31,Snacks,812,19,No
O047115,U04889,2025-09-03,Snacks,832,22,Yes
O047116,U03113,2025-03-02,Dairy,827,22,No
O047117,U00516,2025-07-19,Vegetables,763,31,No
O047118,U05737,2025-05-21,Fruits,498,13,Yes
O047119,U02199,2025-12-31,Vegetables,388,29,No
O047120,U08345,2025-06-24,Fruits,890,31,No
O047121,U00718,2025-02-05,Dairy,385,15,No
O047122,U03111,2025-01-30,Dairy,1017,31,No
O047123,U00533,2025-10-16,Fruits,644,21,No
O047124,U03422,2025-07-05,Dairy,958,10,Yes
O047125,U01114,2025-02-22,Personal Care,494,9,No
O047126,U07157,2025-01-16,Dairy,362,30,No
O047127,U01648,2025-05-12,Fruits,677,19,Yes
O047128,U06566,2025-04-10,Fruits,271,24,No
O047129,U02008,2025-08-31,Personal Care,1034,34,Yes
O047130,U06001,2025-08-15,Fruits,724,20,Yes
O047131,U02956,2025-03-09,Snacks,890,16,No
O047132,U08547,2025-06-01,Vegetables,405,25,Yes
O047133,U06131,2025-05-17,Fruits,598,13,Yes
O047134,U04811,2025-05-15,Vegetables,148,33,No
O047135,U03333,2025-01-15,Vegetables,609,31,No
O047136,U02606,2025-09-08,Household,234,17,No
O047137,U00930,2025-08-07,Snacks,772,26,Yes
O047138,U01357,2025-06-10,Personal Care,606,15,Yes
O047139,U09350,2025-07-10,Household,844,26,No
O047140,U03693,2025-02-21,Personal Care,443,9,No
O047141,U07396,2025-09-09,Fruits,1055,16,Yes
O047142,U05887,2025-10-16,Fruits,543,33,Yes
O047143,U07703,2025-10-15,Vegetables,166,34,Yes
O047144,U05508,2025-07-16,Vegetables,1099,30,Yes
O047145,U02946,2025-05-19,Household,321,12,No
O047146,U03625,2025-06-09,Household,275,21,No
O047147,U09069,2025-01-07,Household,206,26,Yes
O047148,U00282,2025-03-28,Snacks,1190,30,No
O047149,U00029,2025-02-02,Household,236,26,No
O047150,U04505,2025-05-29,Fruits,434,26,No
O047151,U07810,2025-07-05,Vegetables,828,33,No
O047152,U08739,2025-07-10,Personal Care,960,17,No
O047153,U02523,2025-11-28,Household,553,12,No
O047154,U01620,2025-01-20,Dairy,1085,23,No
O047155,U06399,2025-06-05,Snacks,840,29,No
O047156,U06768,2025-07-17,Personal Care,867,34,No
O047157,U06463,2025-11-24,Household,1018,20,No
O047158,U09319,2025-05-11,Personal Care,134,13,Yes
O047159,U06251,2025-08-05,Personal Care,615,30,Yes
O047160,U03352,2025-12-14,Fruits,997,28,No
O047161,U00125,2025-12-01,Vegetables,661,25,Yes
O047162,U08204,2025-02-08,Vegetables,891,27,No
O047163,U05490,2025-11-11,Household,1018,9,Yes
O047164,U07128,2025-01-09,Personal Care,1170,31,No
O047165,U03018,2025-06-11,Fruits,972,33,Yes
O047166,U05224,2025-02-07,Vegetables,1041,17,Yes
O047167,U00024,2025-04-21,Vegetables,768,18,No
O047168,U00252,2025-04-06,Household,694,27,No
O047169,U04976,2025-01-14,Dairy,760,8,Yes
O047170,U05717,2025-12-27,Snacks,223,32,Yes
O047171,U05870,2025-12-02,Vegetables,524,34,No
O047172,U08534,2025-01-10,Dairy,569,33,No
O047173,U01666,2025-07-11,Snacks,635,17,No
O047174,U06884,2025-01-18,Fruits,497,18,No
O047175,U03636,2025-11-16,Vegetables,961,11,No
O047176,U09626,2025-06-04,Snacks,467,23,No
O047177,U04423,2025-04-07,Household,826,30,No
O047178,U00858,2025-08-22,Dairy,457,34,Yes
O047179,U06363,2025-10-20,Personal Care,211,34,No
O047180,U07562,2025-08-01,Snacks,938,25,No
O047181,U05783,2025-11-01,Dairy,392,21,No
O047182,U01302,2025-05-16,Snacks,425,31,No
O047183,U04554,2025-04-11,Personal Care,790,26,No
O047184,U03640,2025-07-19,Fruits,445,32,No
O047185,U03257,2025-04-18,Fruits,361,12,Yes
O047186,U08466,2025-01-03,Snacks,334,17,No
O047187,U05878,2025-03-28,Dairy,1117,22,No
O047188,U08100,2025-11-04,Snacks,708,22,No
O047189,U05103,2025-07-22,Vegetables,785,28,No
O047190,U00169,2025-03-03,Snacks,998,8,No
O047191,U08334,2025-12-08,Vegetables,663,31,No
O047192,U01873,2025-09-20,Household,471,8,No
O047193,U03123,2025-07-15,Dairy,1047,22,Yes
O047194,U02351,2025-05-26,Household,526,29,No
O047195,U06485,2025-10-31,Personal Care,330,10,Yes
O047196,U05140,2025-11-08,Fruits,676,29,No
O047197,U06618,2025-06-22,Household,605,21,Yes
O047198,U06186,2025-08-08,Fruits,916,28,No
O047199,U02265,2025-08-12,Snacks,1052,34,No
O047200,U07305,2025-04-18,Personal Care,276,30,No
O047201,U07849,2025-06-17,Fruits,384,17,No
O047202,U04559,2025-05-26,Vegetables,461,18,No
O047203,U01741,2025-04-21,Fruits,192,25,Yes
O047204,U01249,2025-09-13,Household,412,8,Yes
O047205,U09922,2025-05-29,Personal Care,626,24,Yes
O047206,U04106,2025-09-01,Vegetables,141,14,No
O047207,U08282,2025-02-10,Fruits,1109,15,Yes
O047208,U04008,2025-12-20,Fruits,611,32,No
O047209,U03340,2025-07-01,Personal Care,847,9,No
O047210,U01904,2025-01-18,Dairy,137,16,Yes
O047211,U01997,2025-10-01,Fruits,168,18,Yes
O047212,U00185,2025-02-22,Snacks,406,34,No
O047213,U07967,2025-11-14,Personal Care,337,12,Yes
O047214,U00020,2025-05-03,Vegetables,206,13,No
O047215,U07145,2025-11-29,Household,556,15,No
O047216,U03364,2025-08-19,Vegetables,469,32,No
O047217,U05270,2025-10-22,Vegetables,992,22,Yes
O047218,U07726,2025-01-25,Vegetables,1108,32,No
O047219,U08852,2025-02-19,Vegetables,249,12,Yes
O047220,U09728,2025-05-26,Personal Care,652,16,No
O047221,U01685,2025-08-20,Snacks,225,10,No
O047222,U05543,2025-01-09,Vegetables,716,24,No
O047223,U09886,2025-07-23,Vegetables,639,22,No
O047224,U07435,2025-03-16,Vegetables,1177,9,No
O047225,U04696,2025-05-15,Snacks,381,32,No
O047226,U06904,2025-01-15,Household,502,34,Yes
