session_id,user_id,app_open,searched,add_to_cart,checkout,order_completed
S032068,U07127,Yes,Yes,Yes,Yes,Yes
S032069,U05880,Yes,Yes,Yes,Yes,Yes
S032070,U04932,Yes,Yes,Yes,Yes,Yes
S032071,U00146,Yes,Yes,Yes,Yes,Yes
S032072,U04054,Yes,Yes,Yes,Yes,Yes
S032073,U05534,Yes,No,No,Yes,No
S032074,U09844,Yes,Yes,Yes,Yes,Yes
S032075,U00886,Yes,Yes,Yes,No,Yes
S032076,U07020,Yes,Yes,Yes,Yes,No
S032077,U03123,Yes,No,Yes,Yes,Yes
S032078,U09824,Yes,Yes,Yes,No,No
S032079,U09887,Yes,Yes,Yes,Yes,Yes
S032080,U05559,Yes,Yes,Yes,Yes,No
S032081,U09948,Yes,Yes,No,Yes,Yes
S032082,U04824,Yes,Yes,Yes,Yes,Yes
S032083,U01742,Yes,Yes,Yes,No,No
S032084,U00523,Yes,Yes,Yes,No,Yes
S032085,U01363,Yes,Yes,No,No,Yes
S032086,U05741,Yes,Yes,Yes,Yes,Yes
S032087,U03594,Yes,Yes,No,No,No
S032088,U07745,Yes,Yes,Yes,No,Yes
S032089,U02104,Yes,Yes,Yes,Yes,Yes
S032090,U05474,Yes,Yes,No,Yes,Yes
S032091,U01305,Yes,Yes,Yes,No,No
S032092,U08749,Yes,Yes,Yes,Yes,No
S032093,U09273,Yes,Yes,Yes,Yes,Yes
S032094,U09743,Yes,Yes,Yes,No,Yes
S032095,U03014,Yes,Yes,Yes,No,Yes
S032096,U08398,Yes,Yes,Yes,Yes,No
S032097,U03515,Yes,Yes,Yes,Yes,No
S032098,U01776,Yes,Yes,Yes,Yes,Yes
S032099,U08049,Yes,Yes,No,No,No
S032100,U07573,Yes,Yes,No,Yes,Yes
S032101,U05295,Yes,Yes,Yes,No,No
S032102,U06127,Yes,Yes,Yes,Yes,Yes
S032103,U06371,Yes,Yes,No,Yes,No
S032104,U09555,Yes,Yes,Yes,Yes,Yes
S032105,U05418,Yes,Yes,Yes,Yes,No
S032106,U03951,Yes,No,No,No,Yes
S032107,U02043,Yes,Yes,Yes,No,No
S032108,U04738,Yes,Yes,Yes,Yes,Yes
S032109,U07071,Yes,Yes,Yes,Yes,Yes
S032110,U05268,Yes,Yes,No,Yes,No
S032111,U08723,Yes,No,Yes,Yes,Yes
S032112,U05804,Yes,Yes,Yes,Yes,Yes
S032113,U09617,Yes,Yes,Yes,Yes,No
S032114,U02059,Yes,Yes,Yes,Yes,No
S032115,U06251,Yes,Yes,No,Yes,Yes
S032116,U08653,Yes,Yes,No,No,No
S032117,U01674,Yes,Yes,Yes,Yes,Yes
S032118,U06529,Yes,Yes,Yes,No,No
S032119,U04405,Yes,Yes,Yes,No,Yes
S032120,U06446,Yes,Yes,Yes,Yes,No
S032121,U04498,Yes,Yes,Yes,No,Yes
S032122,U00528,Yes,Yes,Yes,No,Yes
S032123,U03998,Yes,Yes,Yes,No,Yes
S032124,U01890,Yes,Yes,Yes,No,No
S032125,U09823,Yes,Yes,No,No,Yes
S032126,U09095,Yes,Yes,Yes,Yes,No
S032127,U03986,Yes,Yes,Yes,No,No
S032128,U08586,Yes,Yes,Yes,Yes,Yes
S032129,U01701,Yes,Yes,Yes,Yes,Yes
S032130,U02467,Yes,Yes,Yes,Yes,Yes
S032131,U02160,Yes,Yes,Yes,Yes,Yes
S032132,U05898,Yes,Yes,Yes,No,Yes
S032133,U01482,Yes,Yes,No,Yes,Yes
S032134,U02001,Yes,Yes,No,Yes,No
S032135,U05254,Yes,Yes,No,Yes,Yes
S032136,U00102,Yes,Yes,Yes,No,Yes
S032137,U04327,Yes,Yes,No,Yes,No
S032138,U06347,Yes,Yes,No,No,Yes
S032139,U08995,Yes,Yes,No,Yes,No
S032140,U00835,Yes,Yes,Yes,Yes,No
S032141,U09559,Yes,Yes,Yes,Yes,No
S032142,U01152,Yes,Yes,Yes,Yes,Yes
S032143,U04338,Yes,Yes,Yes,Yes,No
S032144,U00455,Yes,Yes,No,No,No
S032145,U01671,Yes,Yes,Yes,No,No
S032146,U04045,Yes,Yes,Yes,Yes,Yes
S032147,U01467,Yes,Yes,No,Yes,No
S032148,U07924,Yes,Yes,Yes,No,Yes
S032149,U04539,Yes,Yes,Yes,No,Yes
S032150,U05127,Yes,Yes,No,Yes,Yes
S032151,U04153,Yes,Yes,Yes,Yes,No
S032152,U03357,Yes,Yes,No,No,No
S032153,U01866,Yes,Yes,Yes,Yes,Yes
S032154,U01807,Yes,Yes,Yes,No,No
S032155,U00755,Yes,Yes,Yes,No,Yes
S032156,U04723,Yes,Yes,Yes,Yes,Yes
S032157,U04801,Yes,Yes,Yes,Yes,Yes
S032158,U06611,Yes,Yes,No,Yes,Yes
S032159,U02251,Yes,Yes,Yes,Yes,Yes
S032160,U09684,Yes,Yes,No,Yes,Yes
S032161,U01159,Yes,No,Yes,No,No
S032162,U03253,Yes,Yes,No,Yes,No
S032163,U05391,Yes,Yes,Yes,Yes,No
S032164,U00655,Yes,Yes,Yes,No,Yes
S032165,U06775,Yes,Yes,Yes,No,Yes
S032166,U07813,Yes,Yes,No,No,Yes
S032167,U08087,Yes,Yes,Yes,No,Yes
S032168,U05957,Yes,Yes,Yes,No,Yes
S032169,U05297,Yes,Yes,Yes,No,Yes
S032170,U03561,Yes,Yes,No,No,No
S032171,U08483,Yes,Yes,Yes,No,Yes
S032172,U09590,Yes,No,Yes,No,Yes
S032173,U01493,Yes,Yes,Yes,Yes,Yes
S032174,U05167,Yes,Yes,Yes,Yes,No
S032175,U04624,Yes,Yes,No,Yes,No
S032176,U08031,Yes,Yes,Yes,No,No
S032177,U00517,Yes,No,Yes,Yes,Yes
S032178,U00347,Yes,Yes,Yes,Yes,Yes
S032179,U00379,Yes,No,Yes,Yes,No
S032180,U00328,Yes,Yes,Yes,No,Yes
S032181,U09108,Yes,Yes,No,Yes,Yes
S032182,U01543,Yes,Yes,No,No,No
S032183,U00695,Yes,Yes,Yes,Yes,Yes
S032184,U09294,Yes,Yes,Yes,Yes,No
S032185,U00748,Yes,Yes,Yes,No,Yes
S032186,U07996,Yes,Yes,Yes,No,No
S032187,U01022,Yes,Yes,Yes,Yes,Yes
S032188,U04106,Yes,Yes,No,Yes,Yes
S032189,U05188,Yes,Yes,Yes,Yes,Yes
S032190,U07735,Yes,Yes,Yes,Yes,Yes
S032191,U03494,Yes,Yes,Yes,Yes,Yes
S032192,U08324,Yes,Yes,Yes,Yes,Yes
S032193,U02708,Yes,Yes,Yes,No,No
S032194,U09329,Yes,Yes,Yes,Yes,Yes
S032195,U03067,Yes,Yes,Yes,No,Yes
S032196,U03180,Yes,Yes,No,No,Yes
S032197,U09297,Yes,No,Yes,Yes,Yes
S032198,U06748,Yes,Yes,Yes,Yes,No
S032199,U05652,Yes,Yes,No,Yes,No
S032200,U05864,Yes,Yes,Yes,Yes,Yes
S032201,U09243,Yes,Yes,Yes,No,Yes
S032202,U02293,Yes,Yes,Yes,Yes,No
S032203,U01308,Yes,Yes,Yes,No,Yes
S032204,U02004,Yes,Yes,Yes,Yes,No
S032205,U05806,Yes,Yes,Yes,Yes,No
S032206,U02048,Yes,Yes,Yes,No,Yes
S032207,U07382,Yes,Yes,Yes,Yes,Yes
S032208,U07194,Yes,No,No,Yes,No
S032209,U02466,Yes,Yes,No,No,Yes
S032210,U00659,Yes,Yes,Yes,Yes,Yes
S032211,U06800,Yes,Yes,Yes,No,No
S032212,U08176,Yes,Yes,Yes,No,Yes
S032213,U05811,Yes,Yes,No,No,Yes
S032214,U01778,Yes,No,Yes,Yes,No
S032215,U08784,Yes,Yes,Yes,Yes,Yes
S032216,U05882,Yes,Yes,Yes,No,No
S032217,U09445,Yes,Yes,Yes,Yes,No
S032218,U04471,Yes,No,Yes,Yes,Yes
S032219,U00746,Yes,Yes,Yes,Yes,No
S032220,U02170,Yes,Yes,Yes,Yes,No
S032221,U08267,Yes,No,No,Yes,Yes
S032222,U05723,Yes,Yes,Yes,Yes,No
S032223,U01007,Yes,Yes,Yes,No,Yes
S032224,U08230,Yes,Yes,Yes,No,Yes
S032225,U08656,Yes,Yes,Yes,No,No
S032226,U00619,Yes,Yes,No,No,No
S032227,U07278,Yes,Yes,Yes,Yes,No
S032228,U05693,Yes,Yes,Yes,Yes,No
S032229,U08935,Yes,Yes,Yes,No,Yes
S032230,U09112,Yes,Yes,Yes,Yes,Yes
S032231,U09903,Yes,Yes,Yes,Yes,Yes
S032232,U05244,Yes,Yes,Yes,No,No
S032233,U04544,Yes,Yes,Yes,Yes,No
S032234,U01503,Yes,Yes,Yes,No,Yes
S032235,U07782,Yes,No,Yes,Yes,Yes
S032236,U02987,Yes,No,Yes,Yes,Yes
S032237,U05124,Yes,Yes,Yes,Yes,No
S032238,U03292,Yes,Yes,Yes,No,Yes
S032239,U05895,Yes,Yes,Yes,No,Yes
S032240,U06421,Yes,Yes,Yes,No,Yes
S032241,U01384,Yes,Yes,Yes,No,Yes
S032242,U01880,Yes,Yes,Yes,No,Yes
S032243,U05904,Yes,Yes,Yes,Yes,Yes
S032244,U06683,Yes,No,No,Yes,Yes
S032245,U02024,Yes,No,No,No,No
S032246,U00761,Yes,Yes,Yes,No,No
S032247,U05674,Yes,Yes,Yes,Yes,Yes
S032248,U02912,Yes,Yes,Yes,No,No
S032249,U08957,Yes,Yes,No,Yes,Yes
S032250,U01106,Yes,Yes,Yes,Yes,Yes
S032251,U08929,Yes,Yes,Yes,Yes,Yes
S032252,U04586,Yes,Yes,Yes,Yes,No
S032253,U00555,Yes,Yes,Yes,Yes,No
S032254,U02906,Yes,Yes,Yes,No,No
S032255,U05526,Yes,Yes,Yes,Yes,Yes
S032256,U04493,Yes,Yes,Yes,Yes,Yes
S032257,U00498,Yes,No,Yes,Yes,Yes
S032258,U03165,Yes,Yes,No,No,No
S032259,U06146,Yes,Yes,Yes,Yes,No
S032260,U05713,Yes,Yes,No,No,Yes
S032261,U00925,Yes,No,No,Yes,Yes
S032262,U01059,Yes,Yes,Yes,Yes,No
S032263,U06735,Yes,Yes,Yes,Yes,No
S032264,U02222,Yes,Yes,No,No,Yes
S032265,U06256,Yes,Yes,Yes,No,Yes
S032266,U06515,Yes,Yes,Yes,Yes,No
S032267,U05717,Yes,Yes,Yes,Yes,Yes
S032268,U00949,Yes,Yes,Yes,No,Yes
S032269,U00681,Yes,Yes,Yes,Yes,Yes
S032270,U01228,Yes,Yes,No,Yes,No
S032271,U08045,Yes,Yes,Yes,Yes,Yes
S032272,U03730,Yes,Yes,Yes,Yes,Yes
S032273,U00463,Yes,Yes,Yes,Yes,Yes
S032274,U09911,Yes,Yes,No,Yes,Yes
S032275,U09525,Yes,Yes,Yes,No,No
S032276,U09429,Yes,Yes,No,No,Yes
S032277,U04412,Yes,No,Yes,No,No
S032278,U01405,Yes,Yes,Yes,No,Yes
S032279,U00299,Yes,No,Yes,No,No
S032280,U01913,Yes,No,Yes,Yes,No
S032281,U05944,Yes,Yes,Yes,No,No
S032282,U07220,Yes,Yes,Yes,No,Yes
S032283,U02996,Yes,Yes,Yes,Yes,No
S032284,U05376,Yes,No,Yes,Yes,Yes
S032285,U05558,Yes,Yes,Yes,No,No
S032286,U03948,Yes,No,Yes,Yes,Yes
S032287,U06799,Yes,Yes,Yes,No,Yes
S032288,U07102,Yes,No,Yes,Yes,Yes
S032289,U04099,Yes,No,Yes,Yes,No
S032290,U01093,Yes,Yes,Yes,Yes,Yes
S032291,U06549,Yes,Yes,Yes,Yes,Yes
S032292,U01704,Yes,Yes,Yes,No,Yes
S032293,U07422,Yes,Yes,Yes,Yes,Yes
S032294,U08100,Yes,Yes,Yes,No,Yes
S032295,U06799,Yes,Yes,Yes,Yes,Yes
S032296,U04030,Yes,Yes,Yes,Yes,Yes
S032297,U06364,Yes,Yes,No,Yes,Yes
S032298,U04785,Yes,Yes,Yes,No,Yes
S032299,U08213,Yes,Yes,Yes,No,Yes
S032300,U06163,Yes,Yes,No,Yes,No
S032301,U04806,Yes,Yes,Yes,No,No
S032302,U04450,Yes,Yes,Yes,Yes,No
S032303,U06674,Yes,Yes,Yes,No,No
S032304,U00604,Yes,Yes,Yes,Yes,Yes
S032305,U09786,Yes,Yes,No,Yes,Yes
S032306,U03690,Yes,Yes,No,Yes,No
S032307,U02522,Yes,Yes,Yes,No,No
S032308,U03273,Yes,Yes,Yes,No,Yes
S032309,U02165,Yes,Yes,Yes,Yes,Yes
S032310,U03292,Yes,Yes,Yes,No,Yes
S032311,U01924,Yes,Yes,No,No,Yes
S032312,U00230,Yes,No,No,Yes,Yes
S032313,U02257,Yes,Yes,No,Yes,Yes
S032314,U08452,Yes,Yes,Yes,Yes,Yes
S032315,U08852,Yes,Yes,Yes,No,Yes
S032316,U02058,Yes,Yes,Yes,No,No
S032317,U02027,Yes,Yes,Yes,No,No
S032318,U06140,Yes,Yes,Yes,No,No
S032319,U07534,Yes,Yes,No,Yes,Yes
S032320,U05139,Yes,Yes,No,No,No
S032321,U02317,Yes,Yes,Yes,Yes,No
S032322,U07481,Yes,Yes,Yes,No,No
S032323,U07314,Yes,Yes,Yes,Yes,No
S032324,U09910,Yes,Yes,No,No,Yes
S032325,U01171,Yes,Yes,Yes,Yes,Yes
S032326,U00483,Yes,Yes,Yes,Yes,Yes
S032327,U00938,Yes,Yes,Yes,Yes,Yes
S032328,U09729,Yes,Yes,Yes,No,Yes
S032329,U03728,Yes,Yes,Yes,Yes,Yes
S032330,U04632,Yes,Yes,Yes,Yes,Yes
S032331,U05002,Yes,Yes,No,Yes,Yes
S032332,U06694,Yes,Yes,Yes,Yes,No
S032333,U02105,Yes,Yes,Yes,Yes,Yes
S032334,U07138,Yes,Yes,Yes,No,No
S032335,U08787,Yes,Yes,Yes,Yes,No
S032336,U06277,Yes,No,No,Yes,No
S032337,U01170,Yes,Yes,Yes,Yes,Yes
S032338,U00733,Yes,Yes,No,No,Yes
S032339,U04582,Yes,Yes,Yes,No,Yes
S032340,U01350,Yes,Yes,No,No,Yes
S032341,U01495,Yes,Yes,Yes,No,No
S032342,U03725,Yes,Yes,Yes,Yes,No
S032343,U07123,Yes,No,Yes,Yes,Yes
S032344,U05590,Yes,Yes,Yes,Yes,No
S032345,U01415,Yes,No,Yes,Yes,No
S032346,U10000,Yes,Yes,No,No,Yes
S032347,U01535,Yes,Yes,Yes,No,No
S032348,U00095,Yes,Yes,Yes,No,Yes
S032349,U06981,Yes,Yes,Yes,Yes,Yes
S032350,U00215,Yes,Yes,Yes,No,Yes
S032351,U06071,Yes,Yes,Yes,No,No
S032352,U01903,Yes,No,Yes,Yes,No
S032353,U02922,Yes,Yes,Yes,No,Yes
S032354,U01414,Yes,Yes,Yes,No,No
S032355,U07175,Yes,Yes,No,Yes,No
S032356,U08980,Yes,Yes,Yes,Yes,No
S032357,U05034,Yes,Yes,Yes,No,Yes
S032358,U06232,Yes,Yes,Yes,No,No
S032359,U06600,Yes,Yes,Yes,Yes,No
S032360,U00087,Yes,Yes,No,No,No
S032361,U06632,Yes,Yes,Yes,Yes,Yes
S032362,U04747,Yes,Yes,Yes,Yes,Yes
S032363,U03019,Yes,Yes,Yes,Yes,Yes
S032364,U08349,Yes,Yes,Yes,Yes,Yes
S032365,U04302,Yes,No,Yes,Yes,Yes
S032366,U01581,Yes,Yes,Yes,No,Yes
S032367,U05428,Yes,Yes,Yes,No,Yes
S032368,U02940,Yes,Yes,Yes,No,No
S032369,U04605,Yes,Yes,Yes,No,Yes
S032370,U05229,Yes,Yes,Yes,Yes,No
S032371,U05114,Yes,No,Yes,No,Yes
S032372,U01209,Yes,Yes,Yes,Yes,Yes
S032373,U01227,Yes,Yes,Yes,Yes,Yes
S032374,U01494,Yes,Yes,Yes,Yes,No
S032375,U05680,Yes,Yes,Yes,Yes,No
S032376,U01516,Yes,Yes,No,Yes,Yes
S032377,U07823,Yes,Yes,Yes,No,No
S032378,U08561,Yes,Yes,Yes,No,Yes
S032379,U09786,Yes,Yes,No,Yes,No
S032380,U00786,Yes,Yes,Yes,No,Yes
S032381,U07975,Yes,Yes,Yes,No,Yes
S032382,U04047,Yes,Yes,No,Yes,Yes
S032383,U07561,Yes,Yes,No,Yes,Yes
S032384,U05260,Yes,Yes,No,Yes,Yes
S032385,U02150,Yes,Yes,Yes,Yes,No
S032386,U08226,Yes,Yes,Yes,Yes,No
S032387,U03847,Yes,Yes,No,Yes,Yes
S032388,U05223,Yes,Yes,No,Yes,Yes
S032389,U01607,Yes,Yes,Yes,Yes,Yes
S032390,U02231,Yes,Yes,No,No,Yes
S032391,U09516,Yes,Yes,Yes,Yes,Yes
S032392,U09517,Yes,Yes,Yes,No,Yes
S032393,U03265,Yes,Yes,Yes,No,Yes
S032394,U08416,Yes,Yes,Yes,Yes,No
S032395,U02970,Yes,Yes,Yes,Yes,Yes
S032396,U04386,Yes,Yes,No,Yes,Yes
S032397,U03807,Yes,Yes,Yes,Yes,No
S032398,U02411,Yes,Yes,Yes,Yes,No
S032399,U02210,Yes,Yes,Yes,Yes,Yes
S032400,U09850,Yes,Yes,Yes,Yes,No
S032401,U01153,Yes,Yes,Yes,Yes,Yes
S032402,U07557,Yes,No,No,Yes,Yes
S032403,U09221,Yes,Yes,No,Yes,Yes
S032404,U04571,Yes,Yes,Yes,No,Yes
S032405,U06482,Yes,No,No,No,Yes
S032406,U07361,Yes,Yes,No,No,Yes
S032407,U03401,Yes,Yes,Yes,No,No
S032408,U06203,Yes,Yes,Yes,No,No
S032409,U03671,Yes,Yes,Yes,Yes,Yes
S032410,U07783,Yes,Yes,Yes,Yes,Yes
S032411,U08258,Yes,Yes,Yes,No,Yes
S032412,U00765,Yes,Yes,Yes,Yes,No
S032413,U03050,Yes,No,Yes,Yes,Yes
S032414,U01840,Yes,Yes,Yes,No,No
S032415,U03975,Yes,Yes,Yes,Yes,No
S032416,U06040,Yes,Yes,Yes,No,Yes
S032417,U01010,Yes,Yes,No,Yes,Yes
S032418,U08371,Yes,Yes,Yes,Yes,No
S032419,U07171,Yes,Yes,Yes,Yes,Yes
S032420,U01100,Yes,Yes,Yes,Yes,Yes
S032421,U08385,Yes,Yes,Yes,Yes,No
S032422,U00321,Yes,Yes,Yes,No,Yes
S032423,U06718,Yes,Yes,Yes,Yes,Yes
S032424,U08340,Yes,Yes,Yes,No,Yes
S032425,U09271,Yes,Yes,Yes,Yes,No
S032426,U01270,Yes,Yes,Yes,Yes,Yes
S032427,U04637,Yes,Yes,Yes,Yes,Yes
S032428,U02321,Yes,Yes,No,Yes,Yes
S032429,U04242,Yes,Yes,Yes,Yes,Yes
S032430,U08800,Yes,Yes,Yes,Yes,No
S032431,U00704,Yes,Yes,Yes,Yes,No
S032432,U08489,Yes,Yes,No,Yes,No
S032433,U05392,Yes,No,Yes,Yes,Yes
S032434,U09688,Yes,Yes,Yes,Yes,No
S032435,U01684,Yes,No,Yes,No,No
S032436,U02880,Yes,Yes,Yes,Yes,Yes
S032437,U08167,Yes,No,Yes,No,Yes
S032438,U09889,Yes,Yes,Yes,No,Yes
S032439,U00363,Yes,Yes,Yes,No,No
S032440,U01570,Yes,Yes,Yes,No,No
S032441,U00037,Yes,Yes,Yes,No,Yes
S032442,U03609,Yes,Yes,No,No,No
S032443,U05555,Yes,Yes,Yes,Yes,Yes
S032444,U03278,Yes,Yes,Yes,No,No
S032445,U09445,Yes,No,Yes,Yes,Yes
S032446,U03662,Yes,Yes,Yes,Yes,Yes
S032447,U03059,Yes,Yes,No,No,Yes
S032448,U06245,Yes,Yes,No,Yes,Yes
S032449,U05306,Yes,Yes,Yes,No,No
S032450,U03993,Yes,Yes,Yes,No,Yes
S032451,U05800,Yes,Yes,No,No,Yes
S032452,U01931,Yes,Yes,Yes,Yes,No
S032453,U08387,Yes,No,Yes,Yes,No
S032454,U09284,Yes,No,Yes,No,Yes
S032455,U08638,Yes,No,No,No,Yes
S032456,U01201,Yes,Yes,No,Yes,No
S032457,U05662,Yes,Yes,Yes,No,Yes
S032458,U01844,Yes,Yes,Yes,No,No
S032459,U07416,Yes,Yes,Yes,No,No
S032460,U07669,Yes,Yes,Yes,Yes,No
S032461,U07103,Yes,Yes,Yes,No,No
S032462,U00846,Yes,Yes,No,Yes,No
S032463,U05045,Yes,Yes,Yes,No,No
S032464,U03050,Yes,Yes,No,No,Yes
S032465,U09348,Yes,Yes,Yes,Yes,Yes
S032466,U02397,Yes,Yes,No,No,Yes
S032467,U05241,Yes,Yes,Yes,Yes,No
S032468,U08097,Yes,Yes,Yes,Yes,Yes
S032469,U03384,Yes,Yes,Yes,Yes,Yes
S032470,U07938,Yes,Yes,Yes,No,Yes
S032471,U05744,Yes,Yes,Yes,Yes,No
S032472,U09122,Yes,Yes,No,Yes,No
S032473,U01470,Yes,Yes,Yes,Yes,Yes
S032474,U08632,Yes,No,No,No,No
S032475,U01428,Yes,Yes,Yes,No,Yes
S032476,U00931,Yes,No,No,No,Yes
S032477,U05189,Yes,Yes,No,Yes,Yes
S032478,U08790,Yes,Yes,Yes,Yes,No
S032479,U06337,Yes,Yes,Yes,Yes,Yes
S032480,U05812,Yes,Yes,Yes,Yes,Yes
S032481,U07249,Yes,Yes,Yes,No,No
S032482,U06663,Yes,Yes,Yes,No,No
S032483,U06550,Yes,Yes,No,Yes,Yes
S032484,U07444,Yes,Yes,Yes,Yes,No
S032485,U01231,Yes,Yes,Yes,Yes,Yes
S032486,U08823,Yes,No,Yes,Yes,Yes
S032487,U06535,Yes,Yes,Yes,No,Yes
S032488,U07221,Yes,Yes,No,No,Yes
S032489,U04135,Yes,Yes,Yes,Yes,No
S032490,U08678,Yes,Yes,Yes,Yes,No
S032491,U04837,Yes,Yes,Yes,Yes,Yes
S032492,U05667,Yes,No,Yes,No,Yes
S032493,U02148,Yes,Yes,No,Yes,No
S032494,U01704,Yes,Yes,No,Yes,Yes
S032495,U07703,Yes,Yes,Yes,Yes,No
S032496,U04749,Yes,Yes,Yes,Yes,No
S032497,U07073,Yes,Yes,Yes,Yes,No
S032498,U02772,Yes,Yes,Yes,No,Yes
S032499,U02970,Yes,Yes,Yes,No,Yes
S032500,U02561,Yes,Yes,Yes,Yes,Yes
S032501,U04329,Yes,Yes,Yes,Yes,No
S032502,U05821,Yes,Yes,No,Yes,Yes
S032503,U00525,Yes,Yes,Yes,Yes,No
S032504,U03741,Yes,Yes,Yes,No,No
S032505,U04865,Yes,Yes,Yes,Yes,Yes
S032506,U03679,Yes,Yes,Yes,Yes,Yes
S032507,U09005,Yes,Yes,Yes,Yes,Yes
S032508,U00357,Yes,Yes,Yes,No,Yes
S032509,U05090,Yes,Yes,Yes,Yes,Yes
S032510,U09535,Yes,No,Yes,Yes,Yes
S032511,U05790,Yes,Yes,Yes,Yes,No
S032512,U09088,Yes,Yes,Yes,No,Yes
S032513,U08630,Yes,Yes,Yes,Yes,Yes
S032514,U03824,Yes,No,Yes,Yes,No
S032515,U02862,Yes,No,Yes,No,No
S032516,U02841,Yes,No,Yes,No,No
S032517,U00814,Yes,Yes,Yes,Yes,Yes
S032518,U00314,Yes,Yes,Yes,No,Yes
S032519,U03707,Yes,Yes,Yes,Yes,No
S032520,U07824,Yes,No,Yes,Yes,No
S032521,U06273,Yes,Yes,Yes,Yes,No
S032522,U09151,Yes,Yes,Yes,Yes,Yes
S032523,U08816,Yes,Yes,Yes,Yes,No
S032524,U02044,Yes,Yes,Yes,No,No
S032525,U02537,Yes,Yes,Yes,Yes,No
S032526,U01551,Yes,Yes,No,No,Yes
S032527,U03754,Yes,Yes,Yes,Yes,Yes
S032528,U08655,Yes,Yes,No,Yes,Yes
S032529,U09932,Yes,No,Yes,No,Yes
S032530,U02381,Yes,Yes,Yes,Yes,Yes
S032531,U09058,Yes,Yes,Yes,No,Yes
S032532,U02098,Yes,Yes,Yes,Yes,Yes
S032533,U05822,Yes,Yes,Yes,Yes,No
S032534,U08484,Yes,Yes,Yes,Yes,Yes
S032535,U06128,Yes,Yes,Yes,Yes,Yes
S032536,U00745,Yes,Yes,Yes,No,Yes
S032537,U06096,Yes,Yes,Yes,Yes,No
S032538,U03056,Yes,Yes,No,Yes,No
S032539,U09825,Yes,Yes,No,Yes,No
S032540,U05485,Yes,Yes,Yes,Yes,Yes
S032541,U07104,Yes,Yes,No,Yes,Yes
S032542,U04850,Yes,No,Yes,No,Yes
S032543,U04063,Yes,Yes,Yes,Yes,No
S032544,U01284,Yes,Yes,No,Yes,Yes
S032545,U04315,Yes,Yes,Yes,No,Yes
S032546,U02846,Yes,Yes,Yes,No,Yes
S032547,U04136,Yes,No,Yes,Yes,Yes
S032548,U02054,Yes,Yes,Yes,No,Yes
S032549,U08713,Yes,Yes,Yes,Yes,No
S032550,U00325,Yes,Yes,No,Yes,No
S032551,U02641,Yes,Yes,Yes,Yes,No
S032552,U00015,Yes,Yes,No,Yes,Yes
S032553,U08190,Yes,Yes,Yes,Yes,Yes
S032554,U05518,Yes,Yes,Yes,No,No
S032555,U08241,Yes,Yes,Yes,No,Yes
S032556,U01820,Yes,Yes,Yes,Yes,Yes
S032557,U00971,Yes,Yes,Yes,Yes,No
S032558,U02538,Yes,Yes,No,Yes,Yes
S032559,U06024,Yes,Yes,Yes,Yes,No
S032560,U06423,Yes,Yes,Yes,Yes,Yes
S032561,U02700,Yes,Yes,Yes,No,Yes
S032562,U00470,Yes,Yes,Yes,Yes,No
S032563,U01390,Yes,Yes,Yes,No,No
S032564,U01069,Yes,Yes,Yes,No,No
S032565,U00731,Yes,Yes,Yes,Yes,No
S032566,U06042,Yes,Yes,Yes,Yes,No
S032567,U09328,Yes,Yes,No,Yes,Yes
S032568,U09068,Yes,Yes,Yes,Yes,Yes
S032569,U00853,Yes,Yes,Yes,No,Yes
S032570,U07028,Yes,Yes,Yes,Yes,Yes
S032571,U04407,Yes,Yes,No,Yes,Yes
S032572,U02990,Yes,Yes,Yes,No,No
S032573,U05895,Yes,Yes,No,No,Yes
S032574,U08918,Yes,Yes,Yes,Yes,No
S032575,U05698,Yes,No,Yes,Yes,Yes
S032576,U09174,Yes,Yes,Yes,Yes,Yes
S032577,U09621,Yes,Yes,Yes,Yes,No
S032578,U06284,Yes,Yes,Yes,No,Yes
S032579,U08198,Yes,Yes,Yes,Yes,Yes
S032580,U05386,Yes,Yes,Yes,No,No
S032581,U07316,Yes,Yes,Yes,Yes,Yes
S032582,U03103,Yes,Yes,No,Yes,No
S032583,U08597,Yes,Yes,No,Yes,No
S032584,U00355,Yes,Yes,Yes,Yes,No
S032585,U00397,Yes,Yes,Yes,No,No
S032586,U08565,Yes,Yes,Yes,Yes,No
S032587,U05813,Yes,Yes,Yes,No,No
S032588,U04634,Yes,No,Yes,Yes,Yes
S032589,U03384,Yes,Yes,Yes,No,Yes
S032590,U01979,Yes,No,Yes,Yes,Yes
S032591,U07658,Yes,No,No,Yes,No
S032592,U05913,Yes,Yes,Yes,Yes,No
S032593,U02212,Yes,Yes,Yes,Yes,Yes
S032594,U06726,Yes,Yes,Yes,Yes,Yes
S032595,U01348,Yes,Yes,Yes,Yes,Yes
S032596,U07670,Yes,Yes,Yes,Yes,No
S032597,U07828,Yes,Yes,Yes,Yes,Yes
S032598,U07472,Yes,Yes,Yes,Yes,Yes
S032599,U04413,Yes,Yes,Yes,No,No
S032600,U02594,Yes,Yes,No,No,Yes
S032601,U08429,Yes,Yes,Yes,Yes,Yes
S032602,U00604,Yes,Yes,No,No,Yes
S032603,U03843,Yes,No,Yes,Yes,Yes
S032604,U02596,Yes,No,Yes,No,Yes
S032605,U04802,Yes,No,Yes,No,Yes
S032606,U06078,Yes,Yes,Yes,Yes,Yes
S032607,U05115,Yes,Yes,No,Yes,No
S032608,U06034,Yes,Yes,Yes,No,Yes
S032609,U05321,Yes,Yes,No,Yes,Yes
